year,week,date,region_n,avg_value
2020,25,2020-06-15,WEST REGION,87.87114235734262
2020,26,2020-06-22,WEST REGION,84.1591679430067
2020,27,2020-06-29,WEST REGION,79.23674332785546
2020,28,2020-07-06,WEST REGION,85.67431473449001
2020,29,2020-07-13,WEST REGION,83.77893017240912
2020,30,2020-07-20,WEST REGION,83.61492964337894
2020,31,2020-07-27,WEST REGION,83.74143841900843
2020,32,2020-08-03,WEST REGION,79.07408199478934
2020,33,2020-08-10,WEST REGION,82.46959679440067
2020,34,2020-08-17,WEST REGION,84.22868384010133
2020,35,2020-08-24,WEST REGION,80.80360663579343
2020,36,2020-08-31,WEST REGION,85.06934559302502
2020,37,2020-09-07,WEST REGION,85.84276755085023
2020,38,2020-09-14,WEST REGION,82.07027441630517
2020,39,2020-09-21,WEST REGION,83.39985298465707
2020,40,2020-09-28,WEST REGION,82.97731034896808
2020,41,2020-10-05,WEST REGION,81.97702484139036
2020,42,2020-10-12,WEST REGION,76.93518846147109
2020,43,2020-10-19,WEST REGION,81.2568802648706
2020,44,2020-10-26,WEST REGION,82.9327140967315
2020,45,2020-11-02,WEST REGION,86.20073817075615
